Phone,Email,CreditScore,AgeGroup,FamilyBackground,Income,Clicks,TimeOnSite,CityTier,Comments,Intent
+91-7512737557,user7021@test.com,445,26-35,Single,689220,11,9.988398076768327,T2,call later,0
+91-7464522257,user7022@test.com,651,18-25,Married with Kids,488608,14,2.4324789239264666,T3,not interested,0
+91-8408074251,user7023@test.com,544,26-35,Married with Kids,732517,7,9.191270374492081,T2,call later,1
+91-9637681909,user7024@test.com,600,36-50,Married,909516,10,3.0457343901001908,T2,just browsing,0
+91-9565437149,user7025@test.com,737,36-50,Single,922830,8,5.965947527166961,T1,not interested,0
+91-8399405940,user7026@test.com,399,51+,Married with Kids,197219,18,4.3436720637273565,T2,just browsing,0
+91-8690651698,user7027@test.com,779,26-35,Married with Kids,525693,10,4.432145941470258,T1,call later,0
+91-7823500775,user7028@test.com,714,26-35,Married with Kids,562621,5,7.625100241368629,T1,call later,0
+91-9033390662,user7029@test.com,464,51+,Single,236272,14,3.475434199236953,T1,looking for 3BHK,0
+91-9385842655,user7030@test.com,601,18-25,Married with Kids,995419,16,5.075283834409613,T1,call later,0
+91-9507914258,user7031@test.com,420,51+,Married with Kids,626327,11,2.1171360129301267,T1,looking for 3BHK,0
+91-8460307717,user7032@test.com,387,26-35,Single,309687,1,7.63471559333304,T2,just browsing,0
+91-7889030739,user7033@test.com,516,18-25,Married with Kids,189374,3,5.519315332727843,T2,urgent,0
+91-7378534506,user7034@test.com,478,36-50,Single,199611,2,2.550635972603019,T2,just browsing,1
+91-7361912676,user7035@test.com,462,36-50,Single,554572,1,2.6593508141469724,T3,looking for 3BHK,0
+91-8529408134,user7036@test.com,469,51+,Single,237706,18,2.9353678003397765,T2,urgent,0
+91-9922228804,user7037@test.com,600,36-50,Married,164899,4,6.992919502508929,T1,looking for 3BHK,0
+91-7780900874,user7038@test.com,673,26-35,Married with Kids,626012,16,5.950920020063341,T3,call later,0
+91-8177337998,user7039@test.com,502,51+,Married with Kids,974022,15,8.222456606154122,T3,looking for 3BHK,0
+91-8848324287,user7040@test.com,346,26-35,Married with Kids,858354,15,5.715299152237449,T2,urgent,0
+91-7710816121,user7041@test.com,762,26-35,Single,999398,11,3.0665339198188746,T3,looking for 3BHK,0
+91-9299301156,user7042@test.com,707,18-25,Married,870989,3,9.628702019932824,T2,not interested,0
+91-7511558664,user7043@test.com,493,18-25,Single,959060,16,8.861041998948615,T2,not interested,0
+91-9728693006,user7044@test.com,726,18-25,Married with Kids,285519,18,2.788213981265386,T1,just browsing,1
+91-7603645314,user7045@test.com,616,36-50,Single,781972,1,9.126929650366693,T3,just browsing,0
+91-7843905116,user7046@test.com,778,18-25,Married,926888,4,7.2012434032557335,T3,urgent,0
+91-8230395333,user7047@test.com,720,26-35,Married with Kids,142773,0,4.146937908402989,T3,looking for 3BHK,1
+91-7909441552,user7048@test.com,568,51+,Single,589854,13,4.668768176366633,T2,call later,1
+91-9225124505,user7049@test.com,780,51+,Married,897018,8,4.463815423062648,T3,urgent,0
+91-7178229652,user7050@test.com,562,26-35,Single,718767,16,7.968634814099388,T1,urgent,0
+91-8383269524,user7051@test.com,725,36-50,Single,175012,11,1.7550420314379223,T3,urgent,0
+91-9404085002,user7052@test.com,465,51+,Married with Kids,976939,19,0.586678918264969,T3,just browsing,0
+91-9864431575,user7053@test.com,727,26-35,Married,931641,11,4.984579116002848,T1,urgent,0
+91-8870012962,user7054@test.com,696,26-35,Single,517294,14,2.9040956736612267,T2,looking for 3BHK,0
+91-8315410550,user7055@test.com,515,26-35,Married,420578,15,5.6392431410064825,T2,urgent,0
+91-8138515446,user7056@test.com,406,51+,Married with Kids,922088,17,9.781948709768958,T3,call later,0
+91-9990123785,user7057@test.com,397,51+,Married with Kids,546811,13,6.71452564958939,T1,urgent,1
+91-7828372773,user7058@test.com,781,18-25,Married with Kids,903902,11,9.59218328854891,T1,just browsing,1
+91-9265973099,user7059@test.com,798,18-25,Married,696323,10,7.320547123625688,T1,just browsing,0
+91-7398207094,user7060@test.com,529,26-35,Married,986040,14,0.7591503482453688,T2,call later,0
+91-8111985389,user7061@test.com,556,26-35,Single,176840,7,8.893008713727514,T2,urgent,1
+91-9285879841,user7062@test.com,342,26-35,Married,982203,16,1.9891959693467287,T2,urgent,1
+91-7226888872,user7063@test.com,541,26-35,Married with Kids,778254,7,8.647893389883427,T1,urgent,0
+91-7435423120,user7064@test.com,394,51+,Single,931764,3,7.490834011586884,T2,just browsing,0
+91-7520992400,user7065@test.com,487,18-25,Married,583548,9,8.38617577201818,T3,urgent,0
+91-8300409277,user7066@test.com,684,36-50,Married with Kids,439677,5,2.5358044231915833,T2,just browsing,0
+91-9286945138,user7067@test.com,699,26-35,Married with Kids,523996,5,8.073968173353329,T3,just browsing,0
+91-9071351040,user7068@test.com,805,18-25,Single,586584,16,6.103520447105263,T2,looking for 3BHK,0
+91-9424150795,user7069@test.com,466,26-35,Married with Kids,519722,7,0.8187302573272637,T3,not interested,0
+91-7246145894,user7070@test.com,424,51+,Married,754482,12,8.89131926636273,T1,just browsing,0
+91-9579485187,user7071@test.com,386,36-50,Married with Kids,732906,14,8.768112646221407,T2,not interested,0
+91-7749857705,user7072@test.com,788,18-25,Single,989856,3,5.719911323433484,T3,looking for 3BHK,0
+91-7714061196,user7073@test.com,525,18-25,Married with Kids,608319,14,4.526243113489263,T1,not interested,1
+91-8630959721,user7074@test.com,644,36-50,Married with Kids,326772,13,4.005470240667311,T3,not interested,0
+91-9650829013,user7075@test.com,817,51+,Married,719884,10,6.027372828911242,T2,call later,1
+91-9502617937,user7076@test.com,330,36-50,Married,413164,19,8.416907896936166,T2,call later,0
+91-7533037074,user7077@test.com,595,18-25,Married,245057,16,5.659276597392644,T2,not interested,0
+91-7521473035,user7078@test.com,713,36-50,Married,988848,9,1.2965181494364553,T1,just browsing,0
+91-9541405025,user7079@test.com,434,51+,Married with Kids,314525,5,3.0616918236652713,T2,urgent,0
+91-7789349125,user7080@test.com,824,51+,Married,484754,5,6.682467899943885,T1,urgent,0
+91-7824734087,user7081@test.com,303,26-35,Married with Kids,648370,0,6.4682475290964545,T1,looking for 3BHK,0
+91-8410404988,user7082@test.com,477,36-50,Married,923209,4,5.188981281851792,T2,just browsing,0
+91-9863393074,user7083@test.com,558,36-50,Married,766682,3,2.404779453321202,T2,not interested,0
+91-9092559626,user7084@test.com,364,18-25,Married,258834,10,2.7057970657681563,T2,call later,0
+91-9677394878,user7085@test.com,662,51+,Married with Kids,900970,16,4.8424961815777445,T2,urgent,0
+91-7106364344,user7086@test.com,316,36-50,Married,943557,6,3.9449624898777937,T3,not interested,1
+91-9587585406,user7087@test.com,499,18-25,Married with Kids,828606,19,3.1593690614031624,T3,urgent,0
+91-8068669579,user7088@test.com,843,26-35,Married,885601,2,8.294581236649632,T3,call later,0
+91-9103614280,user7089@test.com,511,36-50,Married,190583,1,5.040187232734567,T1,call later,0
+91-8751872513,user7090@test.com,734,36-50,Single,496393,7,5.030687564390439,T1,just browsing,0
+91-9270562823,user7091@test.com,572,18-25,Married,127502,4,4.280559227956571,T3,not interested,0
+91-8201028857,user7092@test.com,589,18-25,Married with Kids,905681,4,6.809028150955829,T2,not interested,0
+91-8436419722,user7093@test.com,782,51+,Single,103197,9,1.7564968580503593,T1,looking for 3BHK,0
+91-7585706107,user7094@test.com,533,51+,Married with Kids,135229,11,9.43588069582531,T1,looking for 3BHK,0
+91-9230431028,user7095@test.com,707,51+,Married with Kids,386310,16,1.0461266827382931,T1,call later,0
+91-7848496137,user7096@test.com,445,36-50,Single,605506,13,7.102997741350032,T1,just browsing,1
+91-8105863791,user7097@test.com,729,18-25,Married,562333,4,7.0430266923488425,T3,not interested,0
+91-7797905927,user7098@test.com,731,51+,Single,206298,4,1.139377704230068,T3,just browsing,0
+91-7364927452,user7099@test.com,844,36-50,Married with Kids,591640,5,9.930427528082959,T1,call later,0
+91-8655939945,user7100@test.com,796,51+,Married,888207,14,0.34313878036347334,T2,call later,0
+91-8873662411,user7101@test.com,388,26-35,Single,919088,4,3.6468996575805446,T3,looking for 3BHK,0
+91-9176198908,user7102@test.com,710,36-50,Married with Kids,624894,7,4.247702510356309,T1,looking for 3BHK,0
+91-9827408909,user7103@test.com,540,51+,Married,419425,0,8.028061732594743,T3,not interested,0
+91-8879979445,user7104@test.com,522,51+,Married with Kids,893807,2,0.2981738110095111,T1,just browsing,0
+91-8188649940,user7105@test.com,767,26-35,Married,230708,18,5.57020158636655,T2,call later,0
+91-9397326996,user7106@test.com,621,26-35,Married,489469,14,2.040010180358812,T1,looking for 3BHK,1
+91-7587745515,user7107@test.com,674,51+,Single,625107,3,5.725887602852553,T1,just browsing,1
+91-8490363697,user7108@test.com,411,51+,Married,176992,1,6.463468902969379,T1,call later,0
+91-7299442653,user7109@test.com,826,18-25,Married with Kids,786733,16,0.3414111678045795,T2,just browsing,0
+91-8665735510,user7110@test.com,711,51+,Married,544214,11,0.6746464413529618,T1,urgent,0
+91-9157670534,user7111@test.com,568,51+,Married with Kids,631848,19,0.8522440493746264,T1,urgent,0
+91-8236433800,user7112@test.com,551,18-25,Married,915600,7,8.522774448677135,T3,looking for 3BHK,1
+91-8408251008,user7113@test.com,673,18-25,Married,779624,4,9.266671733439546,T1,urgent,1
+91-7157680885,user7114@test.com,749,51+,Single,488769,9,4.377226725337695,T3,call later,1
+91-9039117355,user7115@test.com,836,18-25,Married,985868,18,8.747962934489074,T1,looking for 3BHK,0
+91-8357197397,user7116@test.com,667,36-50,Married,356928,8,4.762101778360462,T2,just browsing,0
+91-8444497963,user7117@test.com,554,26-35,Married with Kids,307317,15,4.011262943265685,T2,not interested,0
+91-7175809981,user7118@test.com,762,36-50,Married with Kids,702886,0,5.312449588715267,T2,urgent,0
+91-7051552633,user7119@test.com,567,26-35,Married with Kids,700212,14,7.901856183039865,T1,urgent,1
+91-7213294469,user7120@test.com,425,26-35,Married,278431,1,2.2376583776482106,T2,looking for 3BHK,0
+91-9374321808,user7121@test.com,692,51+,Married with Kids,783396,13,3.017318183536568,T2,call later,0
+91-9677994546,user7122@test.com,633,26-35,Married with Kids,105318,15,8.488744607456404,T1,urgent,0
+91-7271039781,user7123@test.com,667,36-50,Married,941146,9,9.159764408124833,T3,just browsing,1
+91-9083136407,user7124@test.com,755,51+,Married with Kids,392688,11,1.2300985958749355,T1,call later,0
+91-8394185778,user7125@test.com,366,18-25,Single,361305,12,7.04934999070013,T1,urgent,0
+91-7366803209,user7126@test.com,365,36-50,Single,382967,19,0.09620188067052338,T3,urgent,0
+91-9889464951,user7127@test.com,699,51+,Married with Kids,805188,8,2.4618721472540273,T2,just browsing,0
+91-8448550292,user7128@test.com,586,26-35,Married with Kids,466699,1,0.686278380269838,T1,urgent,1
+91-9224837879,user7129@test.com,485,36-50,Married with Kids,379122,18,5.1539144571794,T3,call later,0
+91-7771375173,user7130@test.com,583,26-35,Married,783820,14,3.4338372006649975,T3,not interested,1
+91-9637909844,user7131@test.com,815,51+,Single,537327,14,1.3758750380022955,T2,not interested,0
+91-8208391736,user7132@test.com,536,51+,Single,496540,0,0.0032082708590097653,T1,urgent,0
+91-8016231293,user7133@test.com,317,18-25,Married with Kids,843448,17,3.8838721387862107,T3,looking for 3BHK,1
+91-8965271078,user7134@test.com,713,18-25,Married with Kids,746706,6,2.9447170045822615,T1,call later,1
+91-9076608471,user7135@test.com,308,36-50,Married,758294,9,0.466888762887796,T1,not interested,1
+91-9041766688,user7136@test.com,719,18-25,Married,629321,8,8.517689008457253,T2,looking for 3BHK,0
+91-8843183034,user7137@test.com,328,26-35,Single,467211,18,4.1077788873556464,T1,not interested,0
+91-7321675191,user7138@test.com,647,26-35,Married,761446,10,7.747844149646883,T2,looking for 3BHK,1
+91-7455955256,user7139@test.com,749,18-25,Single,275017,3,4.220420653291139,T3,urgent,1
+91-8962017523,user7140@test.com,679,18-25,Married with Kids,585691,0,0.6751531371214914,T2,looking for 3BHK,1
+91-8030018863,user7141@test.com,665,18-25,Married with Kids,608743,11,3.942630990178242,T2,urgent,1
+91-7490644777,user7142@test.com,526,36-50,Single,118894,0,8.86132410655394,T3,looking for 3BHK,0
+91-7837339418,user7143@test.com,417,36-50,Married with Kids,816473,16,0.07772402689799507,T2,looking for 3BHK,0
+91-8096734281,user7144@test.com,711,26-35,Married,628975,19,8.953034258738153,T2,looking for 3BHK,1
+91-9168578157,user7145@test.com,655,36-50,Married with Kids,496103,8,6.567277943789613,T3,call later,0
+91-8623472041,user7146@test.com,553,36-50,Married with Kids,234115,7,9.956336226022076,T2,not interested,1
+91-7266058271,user7147@test.com,842,51+,Single,511231,3,9.161176544798677,T1,looking for 3BHK,0
+91-9477371161,user7148@test.com,743,26-35,Married,379933,7,8.689523804120052,T2,urgent,0
+91-9002542616,user7149@test.com,380,26-35,Married,681072,9,0.3750980081054911,T2,looking for 3BHK,0
+91-7512004938,user7150@test.com,345,18-25,Married with Kids,368259,17,2.802479158972636,T1,call later,0
+91-7156599009,user7151@test.com,348,51+,Married with Kids,653109,14,3.7474374688881973,T2,call later,1
+91-8727895608,user7152@test.com,748,18-25,Married,122879,18,6.998225883522807,T3,call later,1
+91-7226533555,user7153@test.com,706,36-50,Married,479321,19,6.486407916754054,T3,looking for 3BHK,0
+91-8825161447,user7154@test.com,582,26-35,Single,809002,10,1.7169583336152983,T1,looking for 3BHK,0
+91-8644470614,user7155@test.com,772,36-50,Married with Kids,291852,3,7.3683575502411935,T3,looking for 3BHK,0
+91-7506687964,user7156@test.com,715,36-50,Married with Kids,149157,8,1.5562799280079986,T2,not interested,0
+91-7193923647,user7157@test.com,420,51+,Married,348341,7,4.564331936996692,T3,looking for 3BHK,0
+91-9351571398,user7158@test.com,302,51+,Single,788077,15,5.787395151738574,T2,just browsing,1
+91-8880765671,user7159@test.com,615,26-35,Married,684550,12,8.706824035386928,T2,call later,1
+91-8077565697,user7160@test.com,759,26-35,Married with Kids,665259,4,6.313220356146779,T2,looking for 3BHK,0
+91-8127035409,user7161@test.com,526,51+,Married with Kids,987578,12,9.548437251708693,T2,not interested,0
+91-7431913646,user7162@test.com,378,51+,Married with Kids,826400,18,9.944935977159355,T2,urgent,1
+91-8811241888,user7163@test.com,843,51+,Married with Kids,745823,1,5.088224530519403,T3,call later,0
+91-8689045220,user7164@test.com,370,51+,Single,305257,11,0.514798056930349,T2,looking for 3BHK,0
+91-7171465953,user7165@test.com,496,26-35,Married with Kids,192384,8,0.28318899918321927,T1,looking for 3BHK,1
+91-9648760915,user7166@test.com,357,26-35,Married,819183,0,8.556481621740717,T1,urgent,0
+91-8928777506,user7167@test.com,723,36-50,Single,517958,13,4.998501199029926,T1,not interested,0
+91-9480829297,user7168@test.com,768,36-50,Single,574427,6,3.667936868310142,T3,just browsing,0
+91-8486904316,user7169@test.com,347,36-50,Married with Kids,598803,16,2.8445609078748904,T1,urgent,0
+91-9452027125,user7170@test.com,734,26-35,Single,736741,13,2.81789640719221,T2,not interested,1
+91-9807992721,user7171@test.com,484,18-25,Married with Kids,462421,16,0.7281988562893549,T3,not interested,0
+91-8427761773,user7172@test.com,464,36-50,Single,388664,1,3.029928330212149,T3,looking for 3BHK,0
+91-8504091901,user7173@test.com,630,18-25,Single,901265,8,6.448061786394355,T2,looking for 3BHK,1
+91-8355204695,user7174@test.com,629,18-25,Married,806707,14,3.8520994743256285,T1,call later,0
+91-9650937927,user7175@test.com,420,18-25,Married,685763,15,9.478178118315281,T2,looking for 3BHK,0
+91-7457944956,user7176@test.com,512,51+,Married,894575,8,6.681704276213951,T1,looking for 3BHK,0
+91-8575386795,user7177@test.com,806,26-35,Single,975904,3,8.639766579976682,T1,not interested,0
+91-7993673524,user7178@test.com,467,26-35,Married,988564,14,1.1416028935346412,T1,looking for 3BHK,1
+91-7427326345,user7179@test.com,845,36-50,Married,187005,9,4.505158697064873,T1,looking for 3BHK,0
+91-8736204630,user7180@test.com,726,36-50,Married,934970,6,0.4143863595357411,T1,looking for 3BHK,0
+91-9425109721,user7181@test.com,520,26-35,Single,688083,5,8.950134976511647,T2,just browsing,1
+91-9218898592,user7182@test.com,309,51+,Married with Kids,465185,14,1.468686121222672,T3,just browsing,0
+91-9580382638,user7183@test.com,419,26-35,Married,182159,1,8.05421477304979,T3,call later,0
+91-8222349324,user7184@test.com,546,18-25,Single,748084,14,9.238110614350797,T3,urgent,1
+91-9221397592,user7185@test.com,659,26-35,Single,594472,17,4.418883043345508,T2,not interested,0
+91-8224949571,user7186@test.com,520,51+,Married with Kids,439310,13,3.8936091477125334,T2,call later,1
+91-9709138322,user7187@test.com,805,26-35,Married,772599,17,6.001176983402189,T3,not interested,0
+91-9942802129,user7188@test.com,357,26-35,Single,589775,2,7.403300113228125,T1,urgent,0
+91-8956999908,user7189@test.com,759,26-35,Single,782600,19,6.456098938489731,T3,urgent,0
+91-8245729629,user7190@test.com,427,18-25,Single,201542,13,0.01154670817042236,T3,call later,0
+91-9070248722,user7191@test.com,385,36-50,Married with Kids,624841,5,7.859352809117398,T1,just browsing,1
+91-7865280953,user7192@test.com,403,51+,Married,517734,13,1.4738803737051875,T1,just browsing,0
+91-8139062010,user7193@test.com,442,18-25,Single,602525,1,4.49676310961009,T1,just browsing,0
+91-8210830133,user7194@test.com,504,26-35,Single,732669,15,2.8235667761344985,T2,looking for 3BHK,0
+91-7729110223,user7195@test.com,337,26-35,Single,375756,15,9.2790749361469,T1,looking for 3BHK,0
+91-8365969728,user7196@test.com,662,36-50,Single,963105,16,5.02108205108793,T3,call later,1
+91-7410773643,user7197@test.com,608,36-50,Married,688747,15,5.2216053702921315,T3,looking for 3BHK,0
+91-8800176161,user7198@test.com,351,36-50,Married,912236,15,0.7614692724697447,T3,not interested,0
+91-7241481524,user7199@test.com,300,18-25,Single,141154,7,8.973610213609337,T3,call later,0
+91-7486618104,user7200@test.com,310,51+,Single,795466,5,2.390274917268813,T1,call later,0
+91-9085783431,user7201@test.com,513,36-50,Single,853401,17,4.139575218516491,T2,urgent,0
+91-7738358801,user7202@test.com,817,26-35,Married with Kids,996615,13,9.852945704462105,T3,urgent,0
+91-9350741615,user7203@test.com,714,51+,Married with Kids,286218,15,1.1389515633156333,T1,call later,0
+91-9621489156,user7204@test.com,307,26-35,Married with Kids,240689,7,7.185278670476498,T1,just browsing,0
+91-7706948505,user7205@test.com,304,26-35,Single,246470,17,2.6013440484304864,T2,urgent,0
+91-9346800541,user7206@test.com,661,51+,Married with Kids,882059,13,4.197901003330948,T2,looking for 3BHK,0
+91-7274361525,user7207@test.com,411,18-25,Married,889125,16,4.181929279941628,T1,call later,0
+91-8072643084,user7208@test.com,572,51+,Married with Kids,655259,7,9.322329742656773,T3,not interested,1
+91-8363174738,user7209@test.com,721,36-50,Single,488777,15,0.1036234560090199,T3,call later,1
+91-8474357020,user7210@test.com,564,51+,Married,298579,9,3.6720407684115997,T2,not interested,0
+91-7946263298,user7211@test.com,757,36-50,Single,285626,9,8.524233731406182,T1,urgent,1
+91-9213218919,user7212@test.com,511,36-50,Married,966510,17,9.105121857823619,T3,just browsing,0
+91-9401823610,user7213@test.com,377,51+,Married with Kids,960659,17,3.113246230985526,T1,not interested,1
+91-7439663289,user7214@test.com,520,51+,Married with Kids,441134,8,2.419546576309447,T1,just browsing,0
+91-9210800889,user7215@test.com,668,36-50,Married,448178,0,4.6126946809960545,T3,not interested,0
+91-7427691595,user7216@test.com,646,26-35,Married,185567,15,7.458395532932574,T3,just browsing,1
+91-7068840394,user7217@test.com,324,51+,Single,402821,9,1.5403856983722364,T3,not interested,1
+91-9288474705,user7218@test.com,719,18-25,Married,954834,14,7.84466791366881,T2,call later,1
+91-8619143244,user7219@test.com,653,36-50,Single,805198,4,5.126724274565914,T2,call later,0
+91-9590780373,user7220@test.com,716,26-35,Married,198104,16,1.408055386648377,T1,urgent,1
+91-9984651723,user7221@test.com,814,51+,Married,122291,8,6.717593616716863,T3,call later,0
+91-7342373633,user7222@test.com,514,51+,Married with Kids,390641,5,6.28200787987942,T3,looking for 3BHK,0
+91-7045316734,user7223@test.com,411,26-35,Married with Kids,477279,1,6.223627580386632,T1,urgent,0
+91-9933953508,user7224@test.com,727,18-25,Single,918401,12,7.547865577745626,T3,call later,0
+91-8692604294,user7225@test.com,515,36-50,Single,863622,17,1.8122278574084316,T3,call later,0
+91-9472463447,user7226@test.com,712,51+,Single,273156,19,6.974973517220539,T3,looking for 3BHK,0
+91-8485452491,user7227@test.com,679,18-25,Married,590210,3,8.872943571722068,T2,just browsing,0
+91-7541661199,user7228@test.com,531,36-50,Married,509893,9,5.3031129548402856,T1,call later,1
+91-7151248022,user7229@test.com,557,18-25,Single,654533,10,4.860296984588027,T3,not interested,1
+91-9498474919,user7230@test.com,555,36-50,Married,677600,12,7.977881363575965,T2,just browsing,1
+91-8745545759,user7231@test.com,702,36-50,Married with Kids,790674,16,1.4623600578783347,T2,not interested,1
+91-7689744654,user7232@test.com,723,18-25,Married,108267,10,3.408739808138863,T1,just browsing,1
+91-9307859852,user7233@test.com,364,36-50,Married with Kids,664100,3,8.537842373367802,T3,not interested,1
+91-9786072068,user7234@test.com,489,51+,Single,496991,13,4.997742868963597,T2,call later,0
+91-7824442314,user7235@test.com,472,51+,Married,963356,2,8.404361137958338,T2,not interested,0
+91-9677934924,user7236@test.com,526,18-25,Single,831162,11,2.5186805380075192,T1,call later,0
+91-8166300328,user7237@test.com,687,18-25,Married with Kids,294150,3,3.8957458517767463,T2,looking for 3BHK,1
+91-7563877556,user7238@test.com,700,36-50,Single,650163,15,8.236185860284445,T3,not interested,0
+91-8358133613,user7239@test.com,512,36-50,Married with Kids,720091,6,1.6349530667118695,T2,urgent,1
+91-8330115761,user7240@test.com,352,18-25,Married with Kids,356679,19,8.947776845732784,T2,urgent,0
+91-7866702697,user7241@test.com,438,26-35,Single,612082,18,3.098632489891975,T3,not interested,0
+91-9045788919,user7242@test.com,717,18-25,Married with Kids,934021,17,9.726968714461085,T2,call later,0
+91-9876573446,user7243@test.com,442,26-35,Single,889966,8,8.2772749014768,T1,just browsing,1
+91-8728179099,user7244@test.com,808,26-35,Single,270952,10,4.5558521520236885,T2,looking for 3BHK,0
+91-9905108895,user7245@test.com,785,18-25,Single,161807,18,7.422446439574379,T1,not interested,0
+91-8279929698,user7246@test.com,736,18-25,Married with Kids,938102,16,5.552622352336178,T1,looking for 3BHK,0
+91-8292640510,user7247@test.com,842,18-25,Married with Kids,961897,17,8.532474670848957,T3,call later,1
+91-9686407822,user7248@test.com,592,26-35,Married,941152,5,5.181089023448379,T1,urgent,0
+91-7790466287,user7249@test.com,583,51+,Single,273962,2,9.879952716378119,T2,call later,0
+91-7665108195,user7250@test.com,313,51+,Single,532816,13,1.3350695839696192,T3,call later,0
+91-8602022085,user7251@test.com,571,18-25,Single,272401,8,6.76469044405046,T1,not interested,0
+91-9036492864,user7252@test.com,324,18-25,Single,459763,2,2.4565352732377823,T1,looking for 3BHK,1
+91-7897807235,user7253@test.com,621,36-50,Single,628027,1,1.9122772175389768,T1,just browsing,0
+91-7969758730,user7254@test.com,402,36-50,Single,395251,18,4.082507476820853,T2,looking for 3BHK,0
+91-9988416619,user7255@test.com,339,36-50,Single,706821,5,3.6746162008576455,T2,just browsing,1
+91-9648371225,user7256@test.com,534,18-25,Married,117487,2,0.46335304175859293,T1,urgent,1
+91-7173232548,user7257@test.com,388,51+,Married,914785,8,4.277236242231151,T3,looking for 3BHK,1
+91-8400890588,user7258@test.com,399,51+,Single,633272,17,9.519182724340544,T2,just browsing,0
+91-8933924180,user7259@test.com,443,18-25,Single,909562,6,4.668759436150355,T3,looking for 3BHK,0
+91-9012436975,user7260@test.com,381,18-25,Married,698082,1,3.018152059599992,T2,call later,1
+91-8084609772,user7261@test.com,528,26-35,Married,792639,0,9.490759977476065,T3,urgent,0
+91-7635476204,user7262@test.com,694,26-35,Single,664368,4,5.057225004793304,T3,looking for 3BHK,1
+91-8901937648,user7263@test.com,812,51+,Single,374983,2,2.8710247149862065,T1,call later,0
+91-7898066343,user7264@test.com,496,36-50,Married,849267,6,7.829895044845626,T1,call later,0
+91-7884787660,user7265@test.com,573,51+,Married,809917,5,2.2361343872897432,T1,urgent,1
+91-7559862422,user7266@test.com,671,26-35,Single,461018,0,2.477491049220072,T1,looking for 3BHK,0
+91-7874175631,user7267@test.com,379,51+,Married,927931,18,3.2433200036572374,T3,not interested,0
+91-8468302301,user7268@test.com,534,26-35,Single,492238,19,3.947684261429022,T1,not interested,0
+91-8827532867,user7269@test.com,586,26-35,Married with Kids,498572,13,5.828789497710956,T2,not interested,0
+91-9428442959,user7270@test.com,844,36-50,Single,182036,9,5.1528466840041895,T1,call later,0
+91-7090233652,user7271@test.com,736,36-50,Single,962358,1,7.437307886607847,T1,looking for 3BHK,1
+91-8365390185,user7272@test.com,426,26-35,Single,391922,10,7.171708595159018,T2,just browsing,0
+91-7147881368,user7273@test.com,716,18-25,Married,729816,15,0.45560167016093,T1,looking for 3BHK,0
+91-7037697835,user7274@test.com,340,36-50,Single,425336,16,1.3390435077504537,T1,urgent,0
+91-8914806155,user7275@test.com,768,26-35,Single,283255,4,2.151919215518361,T1,just browsing,1
+91-8641248345,user7276@test.com,596,18-25,Married,709664,17,5.976637918326903,T2,urgent,0
+91-8296261375,user7277@test.com,341,18-25,Married with Kids,228219,15,8.952643508967476,T2,looking for 3BHK,0
+91-7160618848,user7278@test.com,578,51+,Married with Kids,654268,9,3.2490661388487396,T1,urgent,0
+91-7372401883,user7279@test.com,758,51+,Married,266891,5,9.637440831088595,T2,call later,0
+91-9170527240,user7280@test.com,332,36-50,Single,114065,7,1.728605581385152,T3,not interested,0
+91-9312251915,user7281@test.com,575,18-25,Married with Kids,896991,5,9.247323630553574,T2,looking for 3BHK,1
+91-8731006276,user7282@test.com,389,36-50,Married with Kids,748802,3,8.0100217625206,T1,just browsing,0
+91-9725399283,user7283@test.com,823,26-35,Married,173969,4,3.8903340552940415,T2,just browsing,1
+91-8666330293,user7284@test.com,459,36-50,Married with Kids,239728,5,2.063121398837863,T1,urgent,0
+91-9667974939,user7285@test.com,757,18-25,Married with Kids,143210,14,3.9129287913237407,T3,not interested,0
+91-7518602850,user7286@test.com,698,51+,Married,817348,5,2.137386465549811,T3,looking for 3BHK,1
+91-7574218436,user7287@test.com,390,36-50,Married with Kids,655765,18,5.611517326092032,T1,call later,0
+91-7802864353,user7288@test.com,765,51+,Single,605276,19,5.748187616488042,T2,urgent,1
+91-8912437350,user7289@test.com,519,36-50,Married,730399,7,7.681893121074835,T3,looking for 3BHK,0
+91-9096448876,user7290@test.com,718,26-35,Single,598822,12,5.278650636312956,T1,looking for 3BHK,1
+91-9906048879,user7291@test.com,678,18-25,Single,129529,3,3.451462290722218,T1,not interested,1
+91-8560808013,user7292@test.com,746,36-50,Married,380406,16,9.115989615400794,T3,just browsing,0
+91-7426187850,user7293@test.com,445,26-35,Married with Kids,427231,13,0.7799856416910322,T1,not interested,0
+91-8841013157,user7294@test.com,532,26-35,Married,793009,17,8.087816903383485,T3,urgent,0
+91-8183550275,user7295@test.com,670,26-35,Married with Kids,547004,14,4.095746181530165,T3,urgent,0
+91-9699396276,user7296@test.com,533,51+,Single,151686,18,1.8109944180545423,T2,not interested,0
+91-8426670112,user7297@test.com,666,51+,Married with Kids,273937,10,1.2035573008378597,T1,looking for 3BHK,0
+91-7924086342,user7298@test.com,780,26-35,Single,529793,6,2.2076440899525283,T3,just browsing,0
+91-9694954088,user7299@test.com,662,26-35,Single,960731,0,1.219558267623223,T3,urgent,0
+91-7879619657,user7300@test.com,810,36-50,Single,842885,2,4.589305753460468,T2,not interested,0
+91-7139376298,user7301@test.com,394,36-50,Married,320725,18,3.4968966051296424,T3,urgent,0
